name,department_id
NUEVA GRANADA,21
PEDRAZA,21
PIJIÑO DEL CARMEN,21
PIVIJAY,21
PLATO,21
PUEBLOVIEJO,21
REMOLINO,21
SABANAS DE SAN ÁNGEL,21
SALAMINA,21
SAN SEBASTIÁN DE BUENAVISTA,21
SAN ZENÓN,21
SANTA ANA,21
SANTA BÁRBARA DE PINTO,21
SITIONUEVO,21
TENERIFE,21
ZAPAYÁN,21
ZONA BANANERA,21
VILLAVICENCIO,22
ACACÍAS,22
BARRANCA DE UPÍA,22
CABUYARO,22
CASTILLA LA NUEVA,22
CUBARRAL,22
CUMARAL,22
EL CALVARIO,22
EL CASTILLO,22
EL DORADO,22
FUENTE DE ORO,22
GRANADA,22
GUAMAL,22
MAPIRIPÁN,22
MESETAS,22
LA MACARENA,22
URIBE,22
LEJANÍAS,22
PUERTO CONCORDIA,22
PUERTO GAITÁN,22
PUERTO LÓPEZ,22
PUERTO LLERAS,22
PUERTO RICO,22
RESTREPO,22
SAN CARLOS DE GUAROA,22
SAN JUAN DE ARAMA,22
SAN JUANITO,22
SAN MARTÍN,22
VISTAHERMOSA,22
PASTO,23
ALBÁN,23
ALDANA,23
ANCUYÁ,23
ARBOLEDA,23
BARBACOAS,23
BELÉN,23
BUESACO,23
COLÓN,23
CONSACÁ,23
CONTADERO,23
CÓRDOBA,23
CUASPÚD,23
CUMBAL,23
CUMBITARA,23
CHACHAGÜÍ,23
EL CHARCO,23
EL PEÑOL,23
EL ROSARIO,23
EL TABLÓN DE GÓMEZ,23
EL TAMBO,23
FUNES,23
GUACHUCAL,23
GUAITARILLA,23
GUALMATÁN,23
ILES,23
IMUÉS,23
IPIALES,23
LA CRUZ,23
LA FLORIDA,23
LA LLANADA,23
LA TOLA,23
LA UNIÓN,23
LEIVA,23
LINARES,23
LOS ANDES,23
MAGÜÍ,23
MALLAMA,23
MOSQUERA,23
NARIÑO,23
OLAYA HERRERA,23
OSPINA,23
FRANCISCO PIZARRO,23
POLICARPA,23
POTOSÍ,23
PROVIDENCIA,23
PUERRES,23
PUPIALES,23
RICAURTE,23
ROBERTO PAYÁN,23
SAMANIEGO,23
SANDONÁ,23
SAN BERNARDO,23
SAN LORENZO,23
SAN PABLO,23
SAN PEDRO DE CARTAGO,23
SANTA BÁRBARA,23
SANTACRUZ,23
SAPUYES,23
TAMINANGO,23
TANGUA,23
SAN ANDRÉS DE TUMACO,23
TÚQUERRES,23
YACUANQUER,23
CÚCUTA,24
ÁBREGO,24
ARBOLEDAS,24
BOCHALEMA,24
BUCARASICA,24
CÁCOTA,24
CÁCHIRA,24
CHINÁCOTA,24
CHITAGÁ,24
CONVENCIÓN,24
CUCUTILLA,24
DURANIA,24
EL CARMEN,24
EL TARRA,24
EL ZULIA,24
GRAMALOTE,24
HACARÍ,24
HERRÁN,24
LABATECA,24
LA ESPERANZA,24
LA PLAYA,24
LOS PATIOS,24
LOURDES,24
MUTISCUA,24
OCAÑA,24
PAMPLONA,24
PAMPLONITA,24
PUERTO SANTANDER,24
RAGONVALIA,24
SALAZAR,24
SAN CALIXTO,24
SAN CAYETANO,24
SANTIAGO,24
SARDINATA,24
SILOS,24
TEORAMA,24
TIBÚ,24
TOLEDO,24
VILLA CARO,24
VILLA DEL ROSARIO,24
ARMENIA,26
BUENAVISTA,26
CALARCÁ,26
CIRCASIA,26
CÓRDOBA,26
FILANDIA,26
GÉNOVA,26
LA TEBAIDA,26
MONTENEGRO,26
PIJAO,26
QUIMBAYA,26
SALENTO,26
PEREIRA,27
APÍA,27
BALBOA,27
BELÉN DE UMBRÍA,27
DOSQUEBRADAS,27
GUÁTICA,27
LA CELIA,27
LA VIRGINIA,27
MARSELLA,27
MISTRATÓ,27
PUEBLO RICO,27
QUINCHÍA,27
SANTA ROSA DE CABAL,27
SANTUARIO,27
BUCARAMANGA,28
AGUADA,28
ALBANIA,28
ARATOCA,28
BARBOSA,28
BARICHARA,28
BARRANCABERMEJA,28
BETULIA,28
BOLÍVAR,28
CABRERA,28
CALIFORNIA,28
CAPITANEJO,28
CARCASÍ,28
CEPITÁ,28
CERRITO,28
CHARALÁ,28
CHARTA,28
CHIMA,28
CHIPATÁ,28
CIMITARRA,28
CONCEPCIÓN,28
CONFINES,28
CONTRATACIÓN,28
COROMORO,28
CURITÍ,28
EL CARMEN DE CHUCURÍ,28
EL GUACAMAYO,28
EL PEÑÓN,28
EL PLAYÓN,28
ENCINO,28
ENCISO,28
FLORIÁN,28
FLORIDABLANCA,28
GALÁN,28
GÁMBITA,28
GIRÓN,28
GUACA,28
GUADALUPE,28
GUAPOTÁ,28
GUAVATÁ,28
GÜEPSA,28
HATO,28
JESÚS MARÍA,28
JORDÁN,28
LA BELLEZA,28
LANDÁZURI,28
LA PAZ,28
LEBRIJA,28
LOS SANTOS,28
MACARAVITA,28
MÁLAGA,28
MATANZA,28
MOGOTES,28
MOLAGAVITA,28
OCAMONTE,28
OIBA,28
ONZAGA,28
PALMAR,28
PALMAS DEL SOCORRO,28
PÁRAMO,28
PIEDECUESTA,28
PINCHOTE,28
PUENTE NACIONAL,28
PUERTO PARRA,28
PUERTO WILCHES,28
RIONEGRO,28
SABANA DE TORRES,28
SAN ANDRÉS,28
SAN BENITO,28
SAN GIL,28
SAN JOAQUÍN,28
SAN JOSÉ DE MIRANDA,28
SAN MIGUEL,28
SAN VICENTE DE CHUCURÍ,28
SANTA BÁRBARA,28
SANTA HELENA DEL OPÓN,28
SIMACOTA,28
SOCORRO,28
SUAITA,28
SUCRE,28
SURATÁ,28
TONA,28
VALLE DE SAN JOSÉ,28
VÉLEZ,28
VETAS,28
VILLANUEVA,28
ZAPATOCA,28
SINCELEJO,29
BUENAVISTA,29
CAIMITO,29
COLOSÓ,29
COROZAL,29
COVEÑAS,29
CHALÁN,29
EL ROBLE,29
GALERAS,29
GUARANDA,29
LA UNIÓN,29
LOS PALMITOS,29
MAJAGUAL,29
MORROA,29
OVEJAS,29
PALMITO,29
SAMPUÉS,29
SAN BENITO ABAD,29
SAN JUAN DE BETULIA,29
SAN MARCOS,29
SAN ONOFRE,29
SAN PEDRO,29
SAN LUIS DE SINCÉ,29
SUCRE,29
SANTIAGO DE TOLÚ,29
TOLÚ VIEJO,29
IBAGUÉ,30
ALPUJARRA,30
ALVARADO,30
AMBALEMA,30
ANZOÁTEGUI,30
ARMERO,30
ATACO,30
CAJAMARCA,30
CARMEN DE APICALÁ,30
CASABIANCA,30
CHAPARRAL,30
COELLO,30
COYAIMA,30
CUNDAY,30
DOLORES,30
ESPINAL,30
FALAN,30
FLANDES,30
FRESNO,30
GUAMO,30
HERVEO,30
HONDA,30
ICONONZO,30
LÉRIDA,30
LÍBANO,30
SAN SEBASTIÁN DE MARIQUITA,30
MELGAR,30
MURILLO,30
NATAGAIMA,30
ORTEGA,30
PALOCABILDO,30
PIEDRAS,30
PLANADAS,30
PRADO,30
PURIFICACIÓN,30
RIOBLANCO,30
RONCESVALLES,30
ROVIRA,30
SALDAÑA,30
SAN ANTONIO,30
SAN LUIS,30
LETICIA,1
EL ENCANTO,1
LA CHORRERA,1
LA PEDRERA,1
LA VICTORIA,1
MIRITÍ - PARANÁ,1
PUERTO ALEGRÍA,1
PUERTO ARICA,1
PUERTO NARIÑO,1
PUERTO SANTANDER,1
TARAPACÁ,1
ARAUCA,3
ARAUQUITA,3
CRAVO NORTE,3
FORTUL,3
PUERTO RONDÓN,3
SARAVENA,3
TAME,3
YOPAL,10
AGUAZUL,10
CHÁMEZA,10
HATO COROZAL,10
LA SALINA,10
MANÍ,10
MONTERREY,10
NUNCHÍA,10
OROCUÉ,10
PAZ DE ARIPORO,10
PORE,10
RECETOR,10
SABANALARGA,10
SÁCAMA,10
SAN LUIS DE PALENQUE,10
TÁMARA,10
TAURAMENA,10
TRINIDAD,10
VILLANUEVA,10
SAN ANDRÉS,16
PROVIDENCIA,16
INÍRIDA,17
BARRANCO MINAS,17
MAPIRIPANA,17
SAN FELIPE,17
PUERTO COLOMBIA,17
LA GUADALUPE,17
CACAHUAL,17
PANA PANA,17
MORICHAL,17
SAN JOSÉ DEL GUAVIARE,18
CALAMAR,18
EL RETORNO,18
MIRAFLORES,18
MOCOA,25
COLÓN,25
ORITO,25
PUERTO ASÍS,25
PUERTO CAICEDO,25
PUERTO GUZMÁN,25
PUERTO LEGUÍZAMO,25
SIBUNDOY,25
SAN FRANCISCO,25
SAN MIGUEL,25
SANTIAGO,25
VALLE DEL GUAMUEZ,25
VILLAGARZÓN,25
SANTA ISABEL,30
SUÁREZ,30
VALLE DE SAN JUAN,30
VENADILLO,30
VILLAHERMOSA,30
VILLARRICA,30
CALI,31
ALCALÁ,31
ANDALUCÍA,31
ANSERMANUEVO,31
ARGELIA,31
BOLÍVAR,31
BUENAVENTURA,31
GUADALAJARA DE BUGA,31
BUGALAGRANDE,31
CAICEDONIA,31
CALIMA,31
CANDELARIA,31
CARTAGO,31
DAGUA,31
EL ÁGUILA,31
EL CAIRO,31
EL CERRITO,31
EL DOVIO,31
FLORIDA,31
GINEBRA,31
GUACARÍ,31
JAMUNDÍ,31
LA CUMBRE,31
LA UNIÓN,31
LA VICTORIA,31
OBANDO,31
PALMIRA,31
PRADERA,31
RESTREPO,31
RIOFRÍO,31
ROLDANILLO,31
SAN PEDRO,31
SEVILLA,31
TORO,31
TRUJILLO,31
TULUÁ,31
ULLOA,31
VERSALLES,31
VIJES,31
YOTOCO,31
YUMBO,31
ZARZAL,31
MITÚ,32
CARURÚ,32
PACOA,32
TARAIRA,32
PAPUNAHUA,32
YAVARATÉ,32
PUERTO CARREÑO,33
LA PRIMAVERA,33
SANTA ROSALÍA,33
CUMARIBO,33
